location,total_sqft,bath,price,bhk,price_per_sqft
Alfa Garden Layout,1190.0,2.0,46.41,2,3900.0
Alur,530.0,1.0,20.0,1,3773.58
Alur,425.0,1.0,15.0,1,3529.41
Amam Enclave Layout,975.0,2.0,55.0,2,5641.03
Amam Enclave Layout,1013.0,2.0,60.0,2,5923.0
Amarjyothi Colony,1355.0,3.0,61.0,3,4501.85
Ambalipura,1105.0,2.0,75.0,2,6787.33
Ambalipura,1800.0,3.0,110.0,3,6111.11
Ambalipura,1150.0,2.0,80.0,2,6956.52
Ambalipura,1250.0,2.0,66.25,2,5300.0
Ambalipura,1332.0,2.0,79.0,2,5930.93
Ambalipura,1730.0,3.0,120.0,3,6936.42
Ambalipura,1230.0,2.0,66.25,2,5386.18
Ambalipura,1351.0,2.0,77.0,2,5699.48
Ambalipura,2550.0,4.0,149.0,4,5843.14
Ambalipura,1817.0,3.0,102.0,3,5613.65
Ambalipura,1303.0,2.0,80.0,2,6139.68
Ambalipura,1607.0,2.0,112.0,3,6969.51
Ambalipura,770.0,1.0,43.82,1,5690.91
Ambalipura,1700.0,2.0,76.0,2,4470.59
Ambalipura,1060.0,2.0,58.5,2,5518.87
Ambalipura,1650.0,3.0,100.0,3,6060.61
Ambalipura,1607.0,2.0,112.0,3,6969.51
Ambalipura,1198.0,2.0,80.0,2,6677.8
Ambedkar Colony,1468.0,2.0,140.0,2,9536.78
Ambedkar Colony,1463.0,1.0,142.0,2,9706.08
Ambedkar Colony,1910.0,3.0,190.0,3,9947.64
Ambedkar Colony,1464.0,2.0,145.0,2,9904.37
Ambedkar Nagar,1935.0,4.0,130.0,3,6718.35
Ambedkar Nagar,1424.0,2.0,90.0,2,6320.22
Ambedkar Nagar,2225.0,4.0,169.0,3,7595.51
Ambedkar Nagar,1862.0,3.0,120.0,3,6444.68
Ambedkar Nagar,1850.0,4.0,139.0,3,7513.51
Ambedkar Nagar,1936.0,4.0,126.0,3,6508.26
Ambedkar Nagar,1862.0,3.0,119.0,3,6390.98
Ambedkar Nagar,1424.0,2.0,90.0,2,6320.22
Ambedkar Nagar,2150.0,4.0,125.0,3,5813.95
Ambedkar Nagar,3530.0,4.0,290.0,4,8215.3
Ambedkar Nagar,1856.0,3.0,120.0,3,6465.52
Ambedkar Nagar,1852.0,3.0,130.0,3,7019.44
Ambedkar Nagar,1850.0,4.0,120.0,3,6486.49
Ambedkar Nagar,1367.0,2.0,86.0,2,6291.15
Ambedkar Nagar,3565.0,4.0,255.0,4,7152.88
Ambedkar Nagar,1409.0,2.0,95.0,2,6742.37
Ambedkar Nagar,1950.0,4.0,120.0,3,6153.85
Ambedkar Nagar,1921.0,4.0,129.0,3,6715.25
Ambedkar Nagar,1920.0,4.0,121.0,3,6302.08
Ambedkar Nagar,1935.0,4.0,125.0,3,6459.95
Ambedkar Nagar,1852.0,4.0,122.0,3,6587.47
Ambedkar Nagar,1950.0,4.0,120.0,3,6153.85
Ambedkar Nagar,1852.0,3.0,125.0,3,6749.46
Ambedkar Nagar,1850.0,4.0,121.0,3,6540.54
Ambedkar Nagar,1425.0,2.0,94.0,2,6596.49
Ambedkar Nagar,2395.0,4.0,150.0,3,6263.05
Amblipura,1605.0,3.0,100.0,3,6230.53
Amblipura,1300.0,2.0,80.0,3,6153.85
Amblipura,1175.0,2.0,83.0,2,7063.83
Amruthahalli,900.0,2.0,40.0,2,4444.44
Amruthahalli,1200.0,2.0,55.0,2,4583.33
Amruthahalli,1900.0,3.0,135.0,3,7105.26
Amruthahalli,924.0,2.0,45.0,2,4870.13
Amruthahalli,900.0,2.0,60.0,2,6666.67
Amruthahalli,1100.0,2.0,45.0,2,4090.91
Amruthahalli,1200.0,2.0,55.0,2,4583.33
Amruthahalli,1350.0,2.0,63.0,3,4666.67
Amruthahalli,1605.0,3.0,65.0,3,4049.84
Amruthahalli,1700.0,3.0,77.0,3,4529.41
Amruthahalli,1450.0,2.0,85.0,3,5862.07
Amruthahalli,1200.0,2.0,55.0,2,4583.33
Amruthahalli,1250.0,2.0,79.0,2,6320.0
Amruthahalli,1190.0,2.0,50.0,2,4201.68
Amruthahalli,1202.0,2.0,65.0,2,5407.65
Amruthahalli,1340.0,2.0,75.0,2,5597.01
Amruthahalli,2650.0,4.0,175.0,3,6603.77
Amruthahalli,1450.0,2.0,90.0,3,6206.9
Amruthahalli,1025.0,2.0,42.0,2,4097.56
Amruthahalli,485.0,1.0,19.5,1,4020.62
Amruthnagar,1350.0,2.0,67.5,2,5000.0
Amruthnagar,1365.0,3.0,60.0,2,4395.6
Amruthnagar,1000.0,2.0,51.0,2,5100.0
Anand Nagar,1060.0,2.0,55.0,2,5188.68
Anand Nagar,1135.0,2.0,55.0,2,4845.81
Anand Nagar,3515.0,3.0,420.0,3,11948.79
Anand Nagar,1080.0,2.0,75.0,3,6944.44
Anand nagar,2010.0,3.0,125.0,3,6218.91
Anandapura,1167.0,2.0,43.76,2,3749.79
Anandapura,1000.0,2.0,55.0,2,5500.0
Anandapura,1141.0,2.0,42.79,2,3750.22
Anandapura,1576.0,3.0,59.1,3,3750.0
Anandapura,1200.0,2.0,67.0,2,5583.33
Anandapura,1200.0,2.0,58.0,2,4833.33
Anandapura,1151.0,2.0,43.1,2,3744.57
Anandapura,1141.0,2.0,42.75,2,3746.71
Anandapura,900.0,2.0,48.0,2,5333.33
Anandapura,1749.0,4.0,90.0,4,5145.8
Anandapura,1151.0,2.0,42.9,2,3727.19
Anandapura,1576.0,3.0,58.0,3,3680.2
Anandapura,1250.0,2.0,45.0,2,3600.0
Anandapura,1151.0,2.0,43.16,2,3749.78
Anandapura,1200.0,2.0,58.0,2,4833.33
Anandapura,1200.0,2.0,66.0,3,5500.0
Anandapura,1415.0,2.0,74.0,3,5229.68
Anandapura,1200.0,2.0,50.0,2,4166.67
Anandapura,1141.0,2.0,50.0,2,4382.12
Anandapura,1576.0,3.0,58.7,3,3724.62
Anantapura,1600.0,3.0,77.0,3,4812.5
Ananth Nagar,500.0,1.0,14.0,1,2800.0
Ananth Nagar,1100.0,2.0,31.5,2,2863.64
Ananth Nagar,982.0,2.0,24.55,2,2500.0
Ananth Nagar,500.0,2.0,14.0,1,2800.0
Ananth Nagar,900.0,2.0,22.5,2,2500.0
Ananth Nagar,908.0,2.0,26.0,2,2863.44
Ananth Nagar,870.0,2.0,36.0,2,4137.93
Ananth Nagar,937.0,2.0,35.0,2,3735.33
Ananth Nagar,960.0,2.0,37.0,2,3854.17
Ananth Nagar,500.0,1.0,14.0,1,2800.0
Ananth Nagar,1000.0,2.0,29.7,2,2970.0
Ananth Nagar,850.0,2.0,25.99,2,3057.65
Ananth Nagar,902.0,2.0,25.26,2,2800.44
Ananth Nagar,1470.0,3.0,54.0,3,3673.47
Ananth Nagar,810.0,2.0,25.5,2,3148.15
Ananth Nagar,890.0,2.0,27.0,2,3033.71
Ananth Nagar,1200.0,2.0,36.0,2,3000.0
Ananth Nagar,1319.0,3.0,37.75,3,2862.02
Ananth Nagar,1319.0,3.0,42.0,3,3184.23
Ananth Nagar,1000.0,2.0,25.0,2,2500.0
Ananth Nagar,902.0,2.0,25.0,2,2771.62
Ananth Nagar,930.0,2.0,25.99,2,2794.62
Ananth Nagar,1074.0,2.0,26.85,2,2500.0
Ananth Nagar,500.0,1.0,14.0,1,2800.0
Ananth Nagar,1010.0,2.0,38.0,2,3762.38
Ananth Nagar,992.0,2.0,24.8,2,2500.0
Andrahalli,1200.0,4.0,135.0,4,11250.0
Anekal,1200.0,1.0,36.0,2,3000.0
Anekal,656.0,2.0,22.0,2,3353.66
Anekal,620.0,2.0,22.0,2,3548.39
Anekal,600.0,1.0,16.5,1,2750.0
Anekal,925.0,2.0,40.0,2,4324.32
Anekal,530.0,1.0,18.0,1,3396.23
Anekal,1800.0,3.0,68.0,3,3777.78
Anekal,1200.0,1.0,36.0,2,3000.0
Anekal,1035.0,2.0,38.3,2,3700.48
Anekal,888.0,2.0,34.0,2,3828.83
Anekal,1200.0,2.0,36.1,2,3008.33
Anekal,700.0,1.0,19.4,2,2771.43
Anekal,1200.0,1.0,36.0,2,3000.0
Anekal,1200.0,2.0,36.0,4,3000.0
Anekal,766.0,2.0,28.0,2,3655.35
Anekal,967.0,2.0,45.0,3,4653.57
Anekal,620.0,1.0,23.5,2,3790.32
Anekal,1150.0,3.0,45.0,3,3913.04
Anekal,1200.0,1.0,36.0,2,3000.0
Anekal,1200.0,1.0,36.0,2,3000.0
Anekal,400.0,1.0,11.5,1,2875.0
Anekal,456.0,1.0,15.0,1,3289.47
Anekal,1200.0,1.0,36.0,2,3000.0
Anekal,1200.0,1.0,36.0,2,3000.0
Anekal,2400.0,4.0,95.0,3,3958.33
Anekal,1200.0,2.0,36.1,2,3008.33
Anekal,1200.0,2.0,36.1,2,3008.33
Anekal,680.0,1.0,21.0,2,3088.24
Anekal,420.0,1.0,12.5,1,2976.19
Anekal,614.0,1.0,28.0,2,4560.26
Anekal,1140.0,2.0,52.0,2,4561.4
Anekal,625.0,1.0,25.0,2,4000.0
Anjanapura,1850.0,4.0,86.0,4,4648.65
Anjanapura,1070.0,2.0,39.0,2,3644.86
Anjanapura,1500.0,3.0,121.0,3,8066.67
Anjanapura,1070.0,2.0,37.0,2,3457.94
Anjanapura,950.0,2.0,40.0,2,4210.53
Anjanapura,1280.0,2.0,45.0,3,3515.62
Anjanapura,710.0,2.0,25.0,2,3521.13
Anjanapura,1347.0,2.0,37.72,3,2800.3
Anjanapura,950.0,2.0,32.0,2,3368.42
Anjanapura,1800.0,4.0,55.0,4,3055.56
Anjanapura,1843.0,3.0,87.54,3,4749.86
Anjanapura,1076.0,2.0,30.13,2,2800.19
Anjanapura,950.0,2.0,30.0,2,3157.89
Anjappa Layout,1348.0,2.0,100.0,2,7418.4
Ankappa Layout,1105.0,2.0,50.0,2,4524.89
Annaiah Reddy Layout,1075.0,2.0,48.0,2,4465.12
Annapurneshwari Nagar,1200.0,5.0,270.0,4,22500.0
Anugrah Layout,1250.0,3.0,40.0,3,3200.0
Anwar Layout,610.0,1.0,28.0,1,4590.16
Ardendale,1750.0,3.0,100.0,3,5714.29
Ardendale,3198.0,4.0,200.0,4,6253.91
Ardendale,2422.0,4.0,160.0,4,6606.11
Ardendale,1750.0,3.0,100.0,3,5714.29
Ardendale,3200.0,4.0,205.0,4,6406.25
Ardendale,1728.0,3.0,95.0,3,5497.69
Ardendale,1732.46,3.0,92.0,3,5310.37
Ardendale,1224.0,2.0,70.0,2,5718.95
Ardendale,1777.26,3.0,105.0,3,5907.97
Ardendale,1650.0,3.0,82.0,3,4969.7
Ardendale,1650.0,3.0,82.0,3,4969.7
Ardendale,1224.0,2.0,67.0,2,5473.86
Ardendale,1723.0,3.0,95.0,3,5513.64
Ardendale,1777.26,3.0,89.0,3,5007.71
Ardendale,1777.26,3.0,92.0,3,5176.51
Arehalli,1350.0,2.0,65.0,3,4814.81
Arekere,2060.0,3.0,140.0,3,6796.12
Arekere,920.0,2.0,40.0,2,4347.83
Arekere,1190.0,2.0,55.0,2,4621.85
Arekere,600.0,1.0,28.0,1,4666.67
Arekere,2072.0,3.0,108.0,3,5212.36
Arekere,1100.0,2.0,55.0,2,5000.0
Arekere,900.0,2.0,50.0,2,5555.56
Arekere,2710.0,6.0,142.0,4,5239.85
Arekere,1240.0,2.0,60.0,2,4838.71
Arekere,900.0,2.0,44.5,2,4944.44
Ashirvad Colony,1000.0,2.0,53.0,2,5300.0
Ashirvad Colony,2050.0,3.0,100.0,4,4878.05
Ashok Nagar,8321.0,5.0,2912.0,4,34995.79
Ashwath Nagar,1644.0,3.0,84.0,3,5109.49
Ashwath Nagar,1262.0,2.0,63.0,2,4992.08
Ashwath Nagar,1640.0,3.0,84.0,3,5121.95
Ashwath Nagar,1220.0,2.0,65.0,2,5327.87
Ashwathnagar,936.0,2.0,42.0,2,4487.18
Ashwathnagar,936.0,2.0,43.0,2,4594.02
Ashwathnagar,1100.0,2.0,55.0,2,5000.0
Ashwini layout,834.0,1.0,60.0,1,7194.24
Ashwini layout,834.0,1.0,62.0,1,7434.05
Atmananda Colony,1127.0,2.0,55.0,2,4880.21
Atmananda Colony,1125.0,2.0,55.0,2,4888.89
Attibele,450.0,1.0,11.0,1,2444.44
Attibele,1600.0,4.0,52.8,4,3300.0
Attibele,656.0,2.0,25.0,2,3810.98
Attibele,400.0,1.0,11.0,1,2750.0
Attibele,400.0,1.0,12.0,1,3000.0
Attibele,400.0,1.0,14.0,1,3500.0
Attibele,500.0,1.0,17.0,1,3400.0
Attibele,2168.0,4.0,95.0,4,4381.92
Attibele,395.0,1.0,10.25,1,2594.94
Attibele,420.0,1.0,17.0,1,4047.62
Attibele,1639.0,2.0,40.98,3,2500.31
Attibele,418.0,1.0,12.0,1,2870.81
Attibele,1200.0,2.0,42.0,2,3500.0
Attibele,400.0,1.0,10.0,1,2500.0
Attibele,695.0,1.0,25.0,2,3597.12
Attibele,850.0,1.0,25.0,2,2941.18
Attibele,2400.0,3.0,120.0,3,5000.0
Attibele,450.0,1.0,12.5,1,2777.78
Attibele,995.0,1.0,24.88,2,2500.5
Attibele,900.0,1.0,25.0,2,2777.78
Attibele,1174.0,2.0,29.35,2,2500.0
Attibele,782.0,1.0,19.55,1,2500.0
Attibele,1175.0,2.0,29.38,2,2500.43
Attibele,656.0,2.0,25.0,2,3810.98
Attibele,400.0,1.0,11.5,1,2875.0
Attibele,460.0,1.0,13.0,1,2826.09
Attibele,418.0,2.0,11.5,1,2751.2
Attibele,1000.0,2.0,42.0,2,4200.0
Attibele,550.0,1.0,11.5,1,2090.91
Attibele,996.0,2.0,24.9,2,2500.0
Attibele,410.0,1.0,10.0,1,2439.02
Attibele,1700.0,3.0,65.0,3,3823.53
Attibele,400.0,1.0,10.25,1,2562.5
Attibele,656.0,2.0,25.0,2,3810.98
Attibele,520.0,1.0,15.0,1,2884.62
Attur Layout,2400.0,4.0,200.0,3,8333.33
Attur Layout,1200.0,1.0,65.0,2,5416.67
Austin Town,400.0,1.0,14.0,1,3500.0
Austin Town,1250.0,2.0,60.0,2,4800.0
Austin Town,600.0,2.0,23.0,1,3833.33
Austin Town,1000.0,2.0,60.0,2,6000.0
Austin Town,975.0,2.0,60.0,2,6153.85
Avalahalli,2300.0,3.0,120.0,3,5217.39
Avalahalli,833.0,1.0,49.0,1,5882.35
Avalahalli,2045.0,3.0,108.0,3,5281.17
Ayappa Nagar,1236.0,2.0,50.0,2,4045.31
Ayappa Nagar,1190.0,2.0,48.0,2,4033.61
B Channasandra,1300.0,2.0,79.0,2,6076.92
B Channasandra,1080.0,2.0,45.0,2,4166.67
B Narayanapura,1313.0,2.0,58.27,2,4437.93
B Narayanapura,1460.0,2.0,73.0,3,5000.0
B Narayanapura,1405.0,2.0,70.0,3,4982.21
B Narayanapura,1060.0,2.0,49.27,2,4648.11
B Narayanapura,1020.0,2.0,60.0,2,5882.35
B Narayanapura,1020.0,2.0,49.0,2,4803.92
B Narayanapura,1765.0,3.0,77.27,3,4377.9
B Narayanapura,1075.0,2.0,50.0,2,4651.16
BCC Layout,2700.0,3.0,230.0,4,8518.52
BCMC Layout,1600.0,2.0,88.0,3,5500.0
BEL Road,1050.0,2.0,110.0,2,10476.19
BEL Road,1500.0,2.0,203.0,2,13533.33
BEL Road,1800.0,3.0,150.0,3,8333.33
BEML Layout,1060.0,2.0,55.0,2,5188.68
BEML Layout,2000.0,3.0,85.0,3,4250.0
BEML Layout,999.0,2.0,45.0,2,4504.5
BEML Layout,2000.0,2.0,85.0,3,4250.0
BEML Layout,1194.0,2.0,65.0,2,5443.89
BEML Layout,1200.0,2.0,67.0,2,5583.33
BEML Layout,2000.0,3.0,85.0,3,4250.0
BEML Layout,2000.0,3.0,85.0,3,4250.0
BEML Layout,1194.0,2.0,65.0,2,5443.89
BHEL Layout,1200.0,3.0,165.0,4,13750.0
BSM Extension,975.0,2.0,45.0,2,4615.38
BSM Extension,865.0,2.0,33.0,2,3815.03
BTM 1st Stage,375.0,1.0,40.0,1,10666.67
BTM 1st Stage,1717.0,3.0,200.0,3,11648.22
BTM 2nd Stage,1260.0,5.0,185.0,3,14682.54
BTM 2nd Stage,950.0,2.0,52.0,2,5473.68
BTM 2nd Stage,1200.0,2.0,80.0,2,6666.67
BTM 2nd Stage,1274.0,2.0,70.0,2,5494.51
BTM 2nd Stage,1250.0,3.0,50.0,3,4000.0
BTM 2nd Stage,1070.0,2.0,48.0,2,4485.98
BTM 2nd Stage,1280.0,2.0,80.0,2,6250.0
BTM 2nd Stage,1100.0,2.0,70.0,2,6363.64
BTM 2nd Stage,1000.0,2.0,58.0,2,5800.0
BTM 2nd Stage,2990.0,5.0,416.0,5,13913.04
BTM 2nd Stage,1265.0,2.0,55.0,2,4347.83
BTM 2nd Stage,2200.0,3.0,220.0,3,10000.0
BTM 2nd Stage,2780.0,4.0,325.0,3,11690.65
BTM 2nd Stage,2400.0,2.0,360.0,3,15000.0
BTM 2nd Stage,965.0,2.0,56.0,2,5803.11
BTM 2nd Stage,1147.0,2.0,75.0,2,6538.8
BTM 2nd Stage,1750.0,3.0,172.0,3,9828.57
BTM 2nd Stage,1400.0,2.0,90.0,2,6428.57
BTM 2nd Stage,1200.0,2.0,70.0,2,5833.33
BTM 2nd Stage,1100.0,2.0,47.0,2,4272.73
BTM 2nd Stage,930.0,2.0,46.0,2,4946.24
BTM 2nd Stage,1265.0,2.0,55.0,3,4347.83
BTM 2nd Stage,2500.0,3.0,345.0,3,13800.0
BTM 4th Stage,1350.0,2.0,90.0,2,6666.67
BTM Layout,1150.0,2.0,63.0,2,5478.26
BTM Layout,3300.0,6.0,165.0,6,5000.0
BTM Layout,1450.0,2.0,81.0,3,5586.21
BTM Layout,1776.0,2.0,75.0,3,4222.97
BTM Layout,1458.0,3.0,79.0,3,5418.38
BTM Layout,935.0,2.0,51.5,2,5508.02
BTM Layout,1020.0,2.0,46.5,2,4558.82
BTM Layout,1600.0,3.0,112.0,3,7000.0
BTM Layout,1300.0,2.0,75.0,3,5769.23
BTM Layout,1540.0,2.0,78.0,3,5064.94
BTM Layout,450.0,1.0,20.0,1,4444.44
BTM Layout,1196.0,2.0,56.81,2,4750.0
BTM Layout,1470.0,2.0,99.0,3,6734.69
Baba Nagar,1100.0,2.0,52.0,2,4727.27
Baba Nagar,700.0,2.0,29.0,2,4142.86
Babusapalaya,1358.0,2.0,43.4,3,3195.88
Babusapalaya,1213.0,2.0,41.39,3,3412.2
Babusapalaya,1611.0,2.0,66.0,3,4096.83
Babusapalaya,1167.0,2.0,39.98,3,3425.88
Babusapalaya,1675.0,3.0,75.0,3,4477.61
Babusapalaya,1141.0,2.0,46.0,2,4031.55
Babusapalaya,1500.0,2.0,57.0,2,3800.0
Babusapalaya,1453.0,2.0,43.59,3,3000.0
Babusapalaya,1050.0,2.0,45.0,2,4285.71
Babusapalaya,1141.0,2.0,45.9,2,4022.79
Babusapalaya,1358.0,2.0,43.1,3,3173.78
Babusapalaya,1230.0,3.0,53.0,3,4308.94
Babusapalaya,1105.0,2.0,40.0,2,3619.91
Babusapalaya,1410.0,2.0,65.0,3,4609.93
Babusapalaya,1450.0,2.0,55.99,2,3861.38
Babusapalaya,1100.0,2.0,38.0,2,3454.55
Babusapalaya,1213.0,2.0,36.37,3,2998.35
Babusapalaya,1061.0,2.0,33.84,2,3189.44
Babusapalaya,1061.0,2.0,38.95,2,3671.07
Babusapalaya,1061.0,2.0,34.0,2,3204.52
Babusapalaya,1245.0,2.0,58.0,2,4658.63
Badavala Nagar,1494.0,2.0,94.55,3,6328.65
Badavala Nagar,1274.0,2.0,81.0,2,6357.93
Badavala Nagar,1842.0,3.0,115.0,3,6243.21
Badavala Nagar,1494.0,2.0,94.55,3,6328.65
Badavala Nagar,1274.0,2.0,81.0,2,6357.93
Badavala Nagar,1494.0,2.0,94.55,3,6328.65
Badavala Nagar,1842.0,3.0,115.0,3,6243.21
Badavala Nagar,1842.0,3.0,115.0,3,6243.21
Badavala Nagar,1842.0,3.0,115.0,3,6243.21
Bagalakunte,2360.0,4.0,150.0,4,6355.93
Bagalakunte,560.0,1.0,21.0,1,3750.0
Bagalakunte,1200.0,4.0,138.0,2,11500.0
Bagalakunte,1050.0,2.0,40.0,2,3809.52
Bagalur,1200.0,2.0,50.0,2,4166.67
Bagalur,985.0,2.0,57.0,2,5786.8
Bagalur,1407.0,2.0,83.87,2,5960.91
Bagalur,2400.0,4.0,135.0,4,5625.0
Bagalur Main Road,950.0,2.0,50.0,2,5263.16
Bagalur Main Road,1220.0,2.0,72.0,2,5901.64
Balagere,1210.0,2.0,80.9,2,6685.95
Balagere,1210.0,2.0,72.0,2,5950.41
Balagere,1205.0,2.0,78.5,2,6514.52
Balagere,790.5,1.0,41.9,1,5300.44
Balagere,1145.0,2.0,65.0,2,5676.86
Balagere,1012.0,2.0,54.59,2,5394.27
Balagere,1020.07,2.0,68.38,2,6703.46
Balagere,1205.47,2.0,81.0,2,6719.37
Balagere,1007.0,2.0,65.0,2,6454.82
Balagere,1205.0,2.0,70.0,2,5809.13
Balagere,1210.0,2.0,74.0,2,6115.7
Balagere,1210.0,2.0,83.0,2,6859.5
Balagere,675.0,1.0,45.0,1,6666.67
Balagere,656.0,1.0,43.0,1,6554.88
Balagere,1012.0,2.0,54.59,2,5394.27
Balagere,1012.0,2.0,64.0,2,6324.11
Balagere,1007.0,2.0,62.0,2,6156.9
Balagere,1007.0,2.0,67.0,2,6653.43
Balagere,1007.0,2.0,66.0,2,6554.12
Balagere,1205.0,2.0,63.86,2,5299.59
Balagere,1012.0,2.0,53.58,2,5294.47
Balagere,645.0,1.0,34.18,1,5299.22
Balagere,1007.0,2.0,53.0,2,5263.16
Balagere,1210.0,2.0,69.0,2,5702.48
Balagere,790.5,1.0,42.295,1,5350.41
Balagere,1012.0,2.0,65.0,2,6422.92
Balagere,656.0,1.0,38.77,1,5910.06
Balagere,645.0,1.0,39.0,1,6046.51
Balagere,645.0,1.0,41.0,1,6356.59
Balagere,1210.0,2.0,82.0,2,6776.86
Balagere,656.0,1.0,34.77,1,5300.3
Balagere,1205.0,2.0,73.87,2,6130.29
Balagere,1012.0,2.0,70.0,2,6917.0
Balagere,1007.0,2.0,68.0,2,6752.73
Balagere,1205.0,2.0,67.0,2,5560.17
Balagere,1205.0,2.0,79.0,2,6556.02
Balagere,1012.0,2.0,68.0,2,6719.37
Balaji Gardens Layout,825.0,2.0,40.0,1,4848.48
Banagiri Nagar,1525.0,2.0,122.0,3,8000.0
Banagiri Nagar,1500.0,2.0,89.99,3,5999.33
Banagiri Nagar,1630.0,2.0,97.78,3,5998.77
Banagiri Nagar,2008.0,3.0,170.0,3,8466.14
Banagiri Nagar,1560.0,2.0,125.0,3,8012.82
Banagiri Nagar,1525.0,2.0,91.48,3,5998.69
Banagiri Nagar,1500.0,2.0,120.0,3,8000.0
Banashankari,1200.0,2.0,42.0,3,3500.0
Banashankari,1077.0,2.0,37.64,2,3494.89
Banashankari,1470.0,2.0,88.64,3,6029.93
Banashankari,1300.0,2.0,75.0,3,5769.23
Banashankari,1800.0,3.0,115.0,3,6388.89
Banashankari,1125.0,2.0,63.0,2,5600.0
Banashankari,1340.0,2.0,53.6,3,4000.0
Banashankari,1310.0,2.0,80.0,2,6106.87
Banashankari,2600.0,4.0,135.0,3,5192.31
Banashankari,1900.0,2.0,170.0,3,8947.37
Banashankari,1260.0,2.0,75.0,2,5952.38
Banashankari,1170.0,2.0,46.79,2,3999.15
Banashankari,2500.0,4.0,95.0,4,3800.0
Banashankari,1350.0,2.0,83.0,3,6148.15
Banashankari,1425.0,3.0,49.88,3,3500.35
Banashankari,1330.0,2.0,78.0,2,5864.66
Banashankari,1400.0,2.0,78.0,3,5571.43
Banashankari,1700.0,3.0,125.0,3,7352.94
Banashankari,1020.0,2.0,40.79,2,3999.02
Banashankari,1600.0,2.0,63.98,2,3998.75
Banashankari,1041.0,2.0,36.44,2,3500.48
Banashankari,2400.0,1.0,200.0,1,8333.33
Banashankari,1390.0,2.0,86.0,2,6187.05
Banashankari,1460.0,2.0,70.0,2,4794.52
Banashankari,1200.0,2.0,60.0,2,5000.0
Banashankari,1290.0,2.0,80.0,2,6201.55
Banashankari,1186.0,2.0,65.0,2,5480.61
Banashankari,1650.0,3.0,101.0,3,6121.21
Banashankari,1300.0,2.0,55.0,3,4230.77
Banashankari,1181.0,2.0,75.0,2,6350.55
Banashankari,1105.0,2.0,90.0,2,8144.8
Banashankari,720.0,1.0,60.0,1,8333.33
Banashankari,1040.0,2.0,45.0,2,4326.92
Banashankari,1330.0,2.0,77.0,2,5789.47
Banashankari,1200.0,2.0,49.0,2,4083.33
Banashankari,1185.0,2.0,67.0,2,5654.01
Banashankari,1000.0,2.0,50.0,2,5000.0
Banashankari,1650.0,3.0,90.75,3,5500.0
Banashankari,1650.0,3.0,101.0,3,6121.21
Banashankari,1310.0,2.0,80.43,2,6139.69
Banashankari,600.0,1.0,27.0,2,4500.0
Banashankari,1430.0,2.0,87.8,2,6139.86
Banashankari,1020.0,2.0,42.83,2,4199.02
Banashankari,1372.0,2.0,48.02,3,3500.0
Banashankari,1540.0,3.0,80.0,3,5194.81
Banashankari,1683.0,3.0,115.0,3,6833.04
Banashankari,1800.0,3.0,125.0,3,6944.44
Banashankari,1175.0,2.0,41.13,2,3500.43
Banashankari,1750.0,2.0,89.0,3,5085.71
Banashankari,1450.0,2.0,50.75,2,3500.0
Banashankari,1770.0,3.0,108.0,3,6101.69
Banashankari,1800.0,3.0,125.0,3,6944.44
Banashankari,1200.0,2.0,42.0,3,3500.0
Banashankari,1420.0,3.0,66.0,3,4647.89
Banashankari,1200.0,3.0,74.52,3,6210.0
Banashankari,1100.0,2.0,63.0,2,5727.27
Banashankari,1020.0,2.0,40.79,2,3999.02
Banashankari,1260.0,2.0,75.0,2,5952.38
Banashankari,1340.0,2.0,53.6,3,4000.0
Banashankari,1426.0,3.0,85.0,3,5960.73
Banashankari Stage II,1700.0,2.0,150.0,2,8823.53
Banashankari Stage II,1200.0,2.0,150.0,4,12500.0
Banashankari Stage II,1500.0,2.0,120.0,3,8000.0
Banashankari Stage II,2400.0,3.0,510.0,5,21250.0
Banashankari Stage II,1240.0,2.0,59.52,3,4800.0
Banashankari Stage II,1250.0,2.0,110.0,2,8800.0
Banashankari Stage II,1260.0,2.0,95.0,3,7539.68
Banashankari Stage II,2400.0,2.0,300.0,3,12500.0
Banashankari Stage II,1400.0,2.0,100.0,2,7142.86
Banashankari Stage II,2800.0,3.0,425.0,5,15178.57
Banashankari Stage II,3000.0,3.0,450.0,3,15000.0
Banashankari Stage II,1200.0,2.0,198.0,3,16500.0
Banashankari Stage II,1245.0,2.0,125.0,2,10040.16
Banashankari Stage III,1305.0,2.0,58.7,3,4498.08
Banashankari Stage III,1145.0,2.0,58.4,2,5100.44
Banashankari Stage III,1650.0,3.0,118.0,3,7151.52
Banashankari Stage III,2400.0,4.0,240.0,4,10000.0
Banashankari Stage III,1350.0,2.0,68.0,3,5037.04
Banashankari Stage III,2000.0,4.0,100.0,4,5000.0
Banashankari Stage III,1305.0,2.0,59.0,3,4521.07
Banashankari Stage III,1305.0,2.0,60.0,3,4597.7
Banashankari Stage III,1200.0,2.0,42.0,2,3500.0
Banashankari Stage III,1305.0,2.0,59.0,3,4521.07
Banashankari Stage III,1480.0,3.0,75.48,3,5100.0
Banashankari Stage III,1305.0,2.0,59.0,3,4521.07
Banashankari Stage III,1304.0,2.0,111.0,2,8512.27
Banashankari Stage III,3000.0,6.0,150.0,6,5000.0
Banashankari Stage III,1085.0,2.0,50.0,2,4608.29
Banashankari Stage III,1500.0,2.0,100.0,3,6666.67
Banashankari Stage III,2100.0,3.0,147.0,4,7000.0
